1,"Pappardelle alla Bolognese"
1,"Pork sausage roll"
1,"Philadelphia maki"
1,"Pork belly buns"
1,"Meatballs with sauce"
1,"Pasta Carbonara"
1,"Pizza"
1,"Barbecue Ribs"
1,"Risotto with seafood"
1,"Califlower penne"
1,"Pasta with Tomato and Basil"
1,"Caesar Salad"
1,"Chicken wings"
1,"Lasagne"
1,"Ebiten maki"
1,"Linguine with clams"
1,"Tiramisù"
1,"Katsu Curry"
1,"Caprese Salad"
2,"Fettuccine Alfredo"
2,"Pasta Carbonara"
2,"Pizza"
2,"Tuna sashimi"
2,"Chicken milanese"
2,"Bruschette with Tomato"
2,"Califlower penne"
2,"Caesar Salad"
2,"Pasta and Beans"
2,"French fries with sausages"
2,"Chicken wings"
2,"Chilli con carne"
2,"Ebiten maki"
2,"Linguine with clams"
2,"Caprese Salad"
3,"Pappardelle alla Bolognese"
3,"Pork sausage roll"
3,"Fettuccine Alfredo"
3,"Meatballs with sauce"
3,"Scotch eggs"
3,"Pizza"
3,"Barbecue Ribs"
3,"Tuna sashimi"
3,"Califlower penne"
3,"Pasta with Tomato and Basil"
3,"Chicken Fajitas"
3,"Ebiten maki"
4,"Pork sausage roll"
4,"Pork belly buns"
4,"Pizza"
4,"Risotto with seafood"
4,"Bruschette with Tomato"
4,"Califlower penne"
4,"Pasta with Tomato and Basil"
4,"Souvlaki"
4,"Caesar Salad"
4,"Cheeseburger"
4,"Chicken Fajitas"
4,"Chicken wings"
4,"Vegetable Soup"
4,"Mushroom Risotto"
4,"Chilli con carne"
4,"Linguine with clams"
4,"Katsu Curry"
5,"Pork sausage roll"
5,"Philadelphia maki"
5,"Meatballs with sauce"
5,"Chicken milanese"
5,"Ricotta stuffed Ravioli"
5,"Califlower penne"
5,"Pasta with Tomato and Basil"
5,"Caesar Salad"
5,"Cheeseburger"
5,"Chicken Fajitas"
5,"Chicken wings"
5,"Vegetable Soup"
5,"Lasagne"
5,"Tiramisù"
5,"Teriyaki Chicken donburi"
5,"Fish and chips"
5,"California maki"
5,"Caprese Salad"
6,"Salmon nigiri"
6,"Pappardelle alla Bolognese"
6,"Philadelphia maki"
6,"Fettuccine Alfredo"
6,"Meatballs with sauce"
6,"Scotch eggs"
6,"Pizza"
6,"Barbecue Ribs"
6,"Risotto with seafood"
6,"Tuna sashimi"
6,"Bruschette with Tomato"
6,"Califlower penne"
6,"Pasta with Tomato and Basil"
6,"Caesar Salad"
6,"Pasta and Beans"
6,"Cheeseburger"
6,"Chicken Fajitas"
6,"French fries with sausages"
6,"Chicken wings"
6,"Mushroom Risotto"
6,"Ebiten maki"
6,"Tiramisù"
6,"Caprese Salad"
7,"Salmon nigiri"
7,"Pappardelle alla Bolognese"
7,"Pork sausage roll"
7,"Fettuccine Alfredo"
7,"Barbecue Ribs"
7,"Risotto with seafood"
7,"Chicken milanese"
7,"Bruschette with Tomato"
7,"Souvlaki"
7,"Pasta and Beans"
7,"Chilli con carne"
7,"Linguine with clams"
7,"Teriyaki Chicken donburi"
7,"California maki"
8,"Pork sausage roll"
8,"Barbecue Ribs"
8,"Tuna sashimi"
8,"Ricotta stuffed Ravioli"
8,"Souvlaki"
8,"Caesar Salad"
8,"Pasta and Beans"
8,"Chicken Fajitas"
8,"French fries with sausages"
8,"Lasagne"
8,"Linguine with clams"
8,"Teriyaki Chicken donburi"
8,"Fish and chips"
9,"Fettuccine Alfredo"
9,"Pasta Carbonara"
9,"Scotch eggs"
9,"Pizza"
9,"Barbecue Ribs"
9,"Tuna sashimi"
9,"Chicken milanese"
9,"Bruschette with Tomato"
9,"Ricotta stuffed Ravioli"
9,"Califlower penne"
9,"Pasta with Tomato and Basil"
9,"Pasta and Beans"
9,"Vegetable Soup"
9,"Lasagne"
9,"Mushroom Risotto"
9,"Ebiten maki"
9,"Linguine with clams"
9,"Katsu Curry"
9,"Caprese Salad"
10,"Pork belly buns"
10,"Fettuccine Alfredo"
10,"Meatballs with sauce"
10,"Scotch eggs"
10,"Pizza"
10,"Chicken milanese"
10,"Califlower penne"
10,"Pasta with Tomato and Basil"
10,"Souvlaki"
10,"Caesar Salad"
10,"Chicken Fajitas"
10,"Chicken wings"
10,"Chilli con carne"
10,"Ebiten maki"
10,"Linguine with clams"
10,"Teriyaki Chicken donburi"
10,"Fish and chips"
